,Address Type,Address Requested,Address Delivered,Addresses Match?,Annual Sunlight (Hours),Roof Area (sq ft),Savings Estimate ($),Recommended Installation Size (kW),Recommended Area (sq ft)
2075,Commercial Demand,"202 E STATE ST, Traverse City, Michigan, USA","202 E State St, Traverse City, MI 49684, USA",1,1437,9250,7000,5.8,405.0
2076,Commercial Demand,"125 E EIGHTH ST, Traverse City, Michigan, USA","125 E Eighth St, Traverse City, MI 49684, USA",1,1429,36787,7000,5.8,405.0
2077,Commercial Demand,"1234 HASTINGS ST, Traverse City, Michigan, USA","1234 Hastings St, Traverse City, MI 49686, USA",1,1413,2925,6000,6.0,423.0
2078,Commercial Demand,"545 E EIGHTH ST, Traverse City, Michigan, USA","543 E Eighth St, Traverse City, MI 49686, USA",0,1323,5180,6000,6.3,440.0
2079,Commercial Demand,"202 E FRONT ST, Traverse City, Michigan, USA","107 Cass St ste d, Traverse City, MI 49684, USA",0,1348,12157,6000,6.0,423.0
2080,Commercial Demand,"1125 CENTRE ST, Traverse City, Michigan, USA","1125 Centre St #3404, Traverse City, MI 49686, USA",1,1321,5726,6000,6.3,440.0
2081,Commercial Demand,"161 E GRANDVIEW PKWY, Traverse City, Michigan, USA","101 W Grandview Pkwy, Traverse City, MI 49684, USA",0,1436,863,6000,5.8,405.0
2082,Commercial Demand,"1794 BARLOW ST, Traverse City, Michigan, USA","1794 Barlow St, Traverse City, MI 49686, USA",1,1420,14359,6000,5.8,405.0
2083,Commercial Demand,"1050 PENINSULA DR, Traverse City, Michigan, USA","1050 Peninsula Dr, Traverse City, MI 49686, USA",1,1441,6307,7000,5.8,405.0
2084,Commercial Demand,"800 COTTAGEVIEW DR STE, Traverse City, Michigan, USA","1200 W Eleventh St, Traverse City, MI 49684, USA",0,1399,63197,6000,5.8,405.0
2085,Commercial Demand,"701 BAY ST, Traverse City, Michigan, USA","701 Wayne St, Traverse City, MI 49684, USA",1,1366,740,5000,6.3,440.0
2086,Commercial Demand,"520 FRANKLIN ST, Traverse City, Michigan, USA","520 Franklin St, Traverse City, MI 49686, USA",1,1258,1938,5000,6.8,476.0
2087,Commercial Demand,"3950 SCENIC RIDGE, Traverse City, Michigan, USA","3950 Scenic Ridge, Traverse City, MI 49684, USA",1,1448,758,5000,6.5,458.0
2088,Commercial Demand,"117 S UNION ST, Traverse City, Michigan, USA","117 S Union St, Traverse City, MI 49684, USA",1,1329,2255,6000,6.3,440.0
2089,Commercial Demand,"302 W FRONT ST, Traverse City, Michigan, USA","302 W Front St, Traverse City, MI 49684, USA",1,1310,599,5000,6.5,458.0
2090,Commercial Demand,"2475 N AERO PARK CT, Traverse City, Michigan, USA","2475 N Aero-Park Ct, Traverse City, MI 49686, USA",1,1319,29211,6000,6.3,440.0
2091,Commercial Demand,"1210 WOODMERE AVE, Traverse City, Michigan, USA","202 E State St, Traverse City, MI 49684, USA",0,1437,9250,7000,5.8,405.0
2092,Commercial Demand,"447 MUNSON AVE, Traverse City, Michigan, USA","447 Munson Ave, Traverse City, MI 49686, USA",1,1116,3841,3000,7.5,529.0
2093,Commercial Demand,"1401 US 31 NORTH, Traverse City, Michigan, USA",Not Found,,,,,,
2094,Commercial Demand,"1135 WOODMERE AVE, Traverse City, Michigan, USA","1137 Woodmere Ave, Traverse City, MI 49686, USA",0,1408,6360,6000,5.8,405.0
2095,Commercial Demand,"748 E EIGHTH ST, Traverse City, Michigan, USA","737 E Eighth St, Traverse City, MI 49686, USA",0,1301,581,2000,8.0,564.0
2096,Commercial Demand,"222 E FRONT ST, Traverse City, Michigan, USA","222 E Front St, Traverse City, MI 49684, USA",1,1295,2801,5000,6.5,458.0
2097,Commercial Demand,"101 W FRONT ST, Traverse City, Michigan, USA","104 S Union St #201, Traverse City, MI 49684, USA",0,1325,4986,6000,6.3,440.0
2098,Commercial Demand,"212 E FRONT ST, Traverse City, Michigan, USA","212 E Front St, Traverse City, MI 49684, USA",1,1388,3242,6000,6.3,440.0
2099,Commercial Demand,"610 WOODMERE AVE, Traverse City, Michigan, USA","610 Woodmere Ave, Traverse City, MI 49686, USA",1,1417,23115,6000,5.8,405.0
2100,Commercial Demand,"531 W FOURTEENTH ST, Traverse City, Michigan, USA","535 W Fourteenth St, Traverse City, MI 49684, USA",0,1323,7893,6000,6.3,440.0
2101,Commercial Demand,"238 E FRONT ST, Traverse City, Michigan, USA","250 E Front St Suite 110, Traverse City, MI 49684, USA",0,1332,1251,6000,6.3,440.0
2102,Commercial Demand,"1407 S DIVISION ST, Traverse City, Michigan, USA",Not Found,,,,,,
2103,Commercial Demand,"539 W FRONT ST, Traverse City, Michigan, USA","541 W Front St, Traverse City, MI 49684, USA",0,1320,2097,5000,6.3,440.0
2104,Commercial Demand,"933 ROSE ST, Traverse City, Michigan, USA","933 Rose St, Traverse City, MI 49686, USA",1,1421,47094,7000,5.8,405.0
2105,Commercial Demand,"105 HALL ST, Traverse City, Michigan, USA","105 Hall St A, Traverse City, MI 49684, USA",1,1441,13496,7000,5.8,405.0
2106,Commercial Demand,"1670 BARLOW ST, Traverse City, Michigan, USA","1670 Barlow St, Traverse City, MI 49686, USA",1,1324,12350,6000,6.3,440.0
2107,Commercial Demand,"3211 N GARFIELD RD, Traverse City, Michigan, USA","3211 N Garfield Rd, Traverse City, MI 49686, USA",1,1434,5321,7000,5.8,405.0
2108,Commercial Demand,"525 W FRONT ST, Traverse City, Michigan, USA","525 W Front St suite e, Traverse City, MI 49684, USA",1,1340,6484,6000,6.3,440.0
2109,Commercial Demand,"3850 SCENIC RIDGE, Traverse City, Michigan, USA","3850 Scenic Ridge, Traverse City, MI 49684, USA",1,1446,30497,7000,5.8,405.0
2110,Commercial Demand,"2487 RICE ST, Traverse City, Michigan, USA","2487 Rice St, Traverse City, MI 49684, USA",1,1336,10818,6000,6.3,440.0
2111,Commercial Demand,"860 E FRONT ST, Traverse City, Michigan, USA","860 E Front St, Traverse City, MI 49686, USA",1,1433,4563,6000,5.8,405.0
2112,Commercial Demand,"2604 W SOUTH AIRPORT RD, Traverse City, Michigan, USA","2604 W South Airport Rd, Traverse City, MI 49684, USA",1,1422,8756,6000,5.8,405.0
2113,Commercial Demand,"3980 N US 31 SOUTH, Traverse City, Michigan, USA",Not Found,,,,,,
2114,Commercial Demand,"1123 E EIGHTH ST, Traverse City, Michigan, USA","1121 E Eighth St, Traverse City, MI 49686, USA",0,1334,10730,6000,6.3,440.0
2115,Commercial Demand,"305 W FRONT ST, Traverse City, Michigan, USA","302 W Front St, Traverse City, MI 49684, USA",0,1310,599,5000,6.5,458.0
2116,Commercial Demand,"736 E EIGHTH ST, Traverse City, Michigan, USA","736 E Eighth St, Traverse City, MI 49686, USA",1,1327,7682,6000,6.3,440.0
2117,Commercial Demand,"2325 SYBRANDT RD, Traverse City, Michigan, USA","2325 Sybrant Rd, Traverse City, MI 49684, USA",1,1337,58986,6000,6.0,423.0
2118,Commercial Demand,"735 S GARFIELD AVE, Traverse City, Michigan, USA","735 S Garfield Ave, Traverse City, MI 49686, USA",1,1430,5867,6000,5.8,405.0
2119,Commercial Demand,"1220 E FRONT ST, Traverse City, Michigan, USA","1201 E Front St, Traverse City, MI 49686, USA",0,1408,1286,6000,6.0,423.0
2120,Commercial Demand,"321 B W THIRTEENTH ST, Traverse City, Michigan, USA","321 W Thirteenth St, Traverse City, MI 49684, USA",1,1449,12121,7000,5.8,405.0
2121,Commercial Demand,"1029 HANNAH AVE, Traverse City, Michigan, USA","1029 Hannah Ave, Traverse City, MI 49686, USA",1,1433,2079,6000,5.8,405.0
2122,Commercial Demand,"1600 BARLOW ST, Traverse City, Michigan, USA","1600 Barlow St, Traverse City, MI 49686, USA",1,1301,11293,5000,6.3,440.0
2123,Commercial Demand,"124 COCHLIN ST, Traverse City, Michigan, USA","118 Munson Ave ste b, Traverse City, MI 49686, USA",0,1262,652,4000,6.8,476.0
2124,Commercial Demand,"13919 S WEST BAY SHORE DR, Traverse City, Michigan, USA","13919 S W Bay Shore Dr # 208, Traverse City, MI 49684, USA",1,1397,7928,6000,6.0,423.0
2125,Commercial Demand,"880 PARSONS RD, Traverse City, Michigan, USA","880 Parsons Rd, Traverse City, MI 49686, USA",1,1330,111418,6000,6.0,423.0
2126,Commercial Demand,"315 E FRONT ST, Traverse City, Michigan, USA","313 E Front St, Traverse City, MI 49686, USA",0,1330,7664,6000,6.3,440.0
2127,Commercial Demand,"505 W FRONT ST, Traverse City, Michigan, USA","110 S Oak St, Traverse City, MI 49684, USA",0,1299,1973,5000,6.5,458.0
2128,Commercial Demand,"1060 E FRONT ST, Traverse City, Michigan, USA","1060 E Front St, Traverse City, MI 49686, USA",1,1401,1092,5000,6.3,440.0
2129,Commercial Demand,"1247 BOON ST, Traverse City, Michigan, USA","1247 Boon St, Traverse City, MI 49686, USA",1,1314,25141,5000,6.3,440.0
2130,Commercial Demand,"887 LYNCH DR, Traverse City, Michigan, USA","887 Lynch Dr, Traverse City, MI 49686, USA",1,1399,33246,7000,5.8,405.0
2131,Commercial Demand,"800 COTTAGEVIEW DR STE, Traverse City, Michigan, USA","1200 W Eleventh St, Traverse City, MI 49684, USA",0,1399,63197,6000,5.8,405.0
2132,Commercial Demand,"1244 CARVER ST, Traverse City, Michigan, USA","1244 Carver St Ste A, Traverse City, MI 49686, USA",1,1318,14976,5000,6.3,440.0
2133,Commercial Demand,"810 COTTAGEVIEW DR, Traverse City, Michigan, USA","810 Cottageview Dr #102, Traverse City, MI 49684, USA",1,1373,4986,6000,6.0,423.0
2134,Commercial Demand,"441 E FRONT ST, Traverse City, Michigan, USA","441 E Front St, Traverse City, MI 49686, USA",1,1422,3647,6000,5.8,405.0
2135,Commercial Demand,"1142 BARLOW ST, Traverse City, Michigan, USA","1142 Barlow St, Traverse City, MI 49686, USA",1,1337,2837,6000,6.3,440.0
2136,Commercial Demand,"300 E FRONT ST, Traverse City, Michigan, USA","300 E Front St, Traverse City, MI 49684, USA",1,1425,6307,6000,6.0,423.0
2137,Commercial Demand,"1500 US 31 NORTH, Traverse City, Michigan, USA",Not Found,,,,,,
2138,Commercial Demand,"1545 S DIVISION ST, Traverse City, Michigan, USA","1545 S Division St Suite 118, Traverse City, MI 49684, USA",1,1302,12280,5000,6.3,440.0
2139,Commercial Demand,"519 W FRONT ST, Traverse City, Michigan, USA","509 W Front St, Traverse City, MI 49684, USA",0,1381,6325,6000,6.0,423.0
2140,Commercial Demand,"724 MUNSON AVE, Traverse City, Michigan, USA","724 Munson Ave, Traverse City, MI 49686, USA",1,1358,19733,6000,6.3,440.0
2141,Commercial Demand,"320 SIXTH ST, Traverse City, Michigan, USA","326 6th St, Traverse City, MI 49684, USA",0,1427,3295,6000,5.8,405.0
2142,Commercial Demand,"1010 S GARFIELD AVE, Traverse City, Michigan, USA","1010 S Garfield Ave, Traverse City, MI 49686, USA",1,1078,2942,2000,8.3,581.0
2143,Commercial Demand,"833 E FRONT ST, Traverse City, Michigan, USA","833 E Front St, Traverse City, MI 49686, USA",1,1336,21794,6000,6.0,423.0
2144,Commercial Demand,"521 COTTAGEVIEW DR, Traverse City, Michigan, USA","521 Cottageview Dr, Traverse City, MI 49684, USA",1,1395,6906,6000,6.0,423.0
2145,Commercial Demand,"835 LYNCH DR, Traverse City, Michigan, USA",Not Found,,,,,,
2146,Commercial Demand,"1150 AIRPORT ACCESS RD, Traverse City, Michigan, USA","1150 Airport Access Rd, Traverse City, MI 49686, USA",1,1361,9602,6000,6.0,423.0
2147,Commercial Demand,"234 E FRONT ST, Traverse City, Michigan, USA","232 E Front St, Traverse City, MI 49684, USA",0,1333,4035,6000,6.3,440.0
2148,Commercial Demand,"333 W GRANDVIEW PKWY -3RD, Traverse City, Michigan, USA","333 W Grandview Pkwy, Traverse City, MI 49684, USA",1,1329,11822,6000,6.3,440.0
2149,Commercial Demand,"400 W FRONT ST, Traverse City, Michigan, USA","400 W Front St #206, Traverse City, MI 49684, USA",1,1435,6572,6000,6.0,423.0
2150,Commercial Demand,"3900 N US 31 SOUTH, Traverse City, Michigan, USA",Not Found,,,,,,
2151,Commercial Demand,"2950 LAFRANIER RD, Traverse City, Michigan, USA","2950 Lafranier Rd, Traverse City, MI 49686, USA",1,1313,40822,5000,6.3,440.0
2152,Commercial Demand,"1331 S GARFIELD AVE, Traverse City, Michigan, USA","1331 S Garfield Ave, Traverse City, MI 49686, USA",1,1449,8087,6000,5.8,405.0
2153,Commercial Demand,"907 WOODMERE AVE, Traverse City, Michigan, USA","907 Woodmere Ave, Traverse City, MI 49686, USA",1,1318,7946,5000,6.3,440.0
2154,Commercial Demand,"402 E FRONT ST, Traverse City, Michigan, USA","402 E Front St, Traverse City, MI 49686, USA",1,1335,3929,6000,6.3,440.0
2155,Commercial Demand,"908 E EIGHTH ST, Traverse City, Michigan, USA","908 E Eighth St, Traverse City, MI 49686, USA",1,1418,3577,6000,6.0,423.0
2156,Commercial Demand,"830 E FRONT ST, Traverse City, Michigan, USA","830 E Front St Suite 204, Traverse City, MI 49686, USA",1,1416,4475,6000,5.8,405.0
2157,Commercial Demand,"10850 EAST TRAVERSE HWY, Traverse City, Michigan, USA","10850 E Traverse Hwy Suite #3375, Traverse City, MI 49684, USA",1,1318,15328,6000,6.3,440.0
2158,Commercial Demand,"1120 CARVER ST, Traverse City, Michigan, USA","1120 Carver St, Traverse City, MI 49686, USA",1,1346,2255,6000,6.3,440.0
2159,Commercial Demand,"260 E TENTH ST, Traverse City, Michigan, USA","260 E Tenth St, Traverse City, MI 49684, USA",1,1403,10060,6000,6.0,423.0
2160,Commercial Demand,"412 WEBSTER ST, Traverse City, Michigan, USA","412 Webster St, Traverse City, MI 49686, USA",1,1330,8615,6000,6.3,440.0
2161,Commercial Demand,"2779 AERO PARK DR, Traverse City, Michigan, USA",Not Found,,,,,,
2162,Commercial Demand,"820 RED DR, Traverse City, Michigan, USA","820 Red Dr, Traverse City, MI 49684, USA",1,1312,22093,6000,6.3,440.0
2163,Commercial Demand,"2651 AERO PARK DR, Traverse City, Michigan, USA","2651 Aero-Park Dr, Traverse City, MI 49686, USA",1,1325,51622,6000,6.3,440.0
2164,Commercial Demand,"700 COTTAGEVIEW DR, Traverse City, Michigan, USA","1200 W Eleventh St, Traverse City, MI 49684, USA",0,1399,63197,6000,5.8,405.0
2165,Commercial Demand,"717 RANDOLPH ST, Traverse City, Michigan, USA","717 Randolph St, Traverse City, MI 49684, USA",1,1355,1233,6000,6.3,440.0
2166,Commercial Demand,"125 PARK ST, Traverse City, Michigan, USA","125 Park St, Traverse City, MI 49684, USA",1,1317,5673,6000,6.3,440.0
2167,Commercial Demand,"815 S GARFIELD AVE, Traverse City, Michigan, USA","801 S Garfield Ave, Traverse City, MI 49686, USA",0,1446,18129,7000,5.8,405.0
2168,Commercial Demand,"315 E FRONT ST, Traverse City, Michigan, USA","313 E Front St, Traverse City, MI 49686, USA",0,1330,7664,6000,6.3,440.0
2169,Commercial Demand,"1319 S DIVISION ST, Traverse City, Michigan, USA","1319 S Division St, Traverse City, MI 49684, USA",1,1447,6484,7000,5.8,405.0
2170,Commercial Demand,"821 S GARFIELD AVE, Traverse City, Michigan, USA","801 S Garfield Ave, Traverse City, MI 49686, USA",0,1446,18129,7000,5.8,405.0
2171,Commercial Demand,"1331 1/2 S GARFIELD AVE, Traverse City, Michigan, USA","1331 S Garfield Ave, Traverse City, MI 49686, USA",1,1449,8087,6000,5.8,405.0
2172,Commercial Demand,"109 E FRONT ST, Traverse City, Michigan, USA","107 E Front St, Traverse City, MI 49684, USA",0,1324,14007,6000,6.3,440.0
2173,Commercial Demand,"121 RIVERS EDGE DR, Traverse City, Michigan, USA","121 Rivers Edge Dr, Traverse City, MI 49684, USA",1,1361,2555,6000,6.3,440.0
2174,Commercial Demand,"140 RIVERS EDGE DR, Traverse City, Michigan, USA","141 Rivers Edge Dr #200, Traverse City, MI 49684, USA",0,1402,5885,6000,6.0,423.0
2175,Commercial Demand,"215 WASHINGTON ST, Traverse City, Michigan, USA","216 E State St, Traverse City, MI 49684, USA",0,1445,194,400,2.8,194.0
2176,Commercial Demand,"1566 US 31 NORTH, Traverse City, Michigan, USA",Not Found,,,,,,
2177,Commercial Demand,"127 E FRONT ST, Traverse City, Michigan, USA","129 E Front St #210, Traverse City, MI 49684, USA",0,1321,1691,5000,6.3,440.0
2178,Commercial Demand,"115 E FOURTEENTH ST, Traverse City, Michigan, USA","115 E Fourteenth St, Traverse City, MI 49684, USA",1,1345,1991,6000,6.3,440.0
2179,Commercial Demand,"708 BOON ST, Traverse City, Michigan, USA","708 Boon St, Traverse City, MI 49686, USA",1,1008,4158,1000,8.3,581.0
2180,Commercial Demand,"819 S GARFIELD AVE, Traverse City, Michigan, USA","801 S Garfield Ave, Traverse City, MI 49686, USA",0,1446,18129,7000,5.8,405.0
2181,Commercial Demand,"700 COTTAGEVIEW DR, Traverse City, Michigan, USA","1200 W Eleventh St, Traverse City, MI 49684, USA",0,1399,63197,6000,5.8,405.0
2182,Commercial Demand,"202 E GRANDVIEW PKWY, Traverse City, Michigan, USA","202 E Grandview Pkwy, Traverse City, MI 49684, USA",1,1428,3999,6000,5.8,405.0
2183,Commercial Demand,"2314 SYBRANDT RD, Traverse City, Michigan, USA","2314 Sybrandt Rd, Traverse City, MI 49684, USA",1,1357,159552,7000,5.8,405.0
2184,Commercial Demand,"1175 AIRPORT ACCESS RD, Traverse City, Michigan, USA","1175 Airport Access Rd, Traverse City, MI 49686, USA",1,1323,8263,6000,6.3,440.0
2185,Commercial Demand,"1417 WOODMERE AVE, Traverse City, Michigan, USA","1401 Woodmere Ave, Traverse City, MI 49686, USA",0,1370,5814,6000,6.0,423.0
2186,Commercial Demand,"1780 BARLOW ST, Traverse City, Michigan, USA","1782 Barlow St, Traverse City, MI 49686, USA",0,1348,13090,6000,6.3,440.0
2187,Commercial Demand,"1238 S GARFIELD AVE, Traverse City, Michigan, USA","1238 S Garfield Ave, Traverse City, MI 49686, USA",1,1328,9285,6000,6.3,440.0
2188,Commercial Demand,"440 MUNSON AVE, Traverse City, Michigan, USA","460 Munson Ave US HWY 31, Traverse City, MI 49686, USA",0,1411,14429,6000,5.8,405.0
2189,Commercial Demand,"1645 W SOUTH AIRPORT RD, Traverse City, Michigan, USA","1567 W South Airport Rd, Traverse City, MI 49686, USA",0,1385,5039,6000,6.0,423.0
2190,Commercial Demand,"409 W FOURTEENTH ST, Traverse City, Michigan, USA","409 W Fourteenth St, Traverse City, MI 49684, USA",1,1410,4651,6000,6.0,423.0
2191,Commercial Demand,"3828 N US 31 SOUTH, Traverse City, Michigan, USA",Not Found,,,,,,
2192,Commercial Demand,"230 E FRONT ST, Traverse City, Michigan, USA","234 E Front St, Traverse City, MI 49684, USA",0,1320,4933,6000,6.3,440.0
2193,Commercial Demand,"626 E EIGHTH ST, Traverse City, Michigan, USA","616 E Eighth St #7, Traverse City, MI 49686, USA",0,1437,6272,6000,5.8,405.0
2194,Commercial Demand,"941 HASTINGS ST, Traverse City, Michigan, USA","941 Hastings St, Traverse City, MI 49686, USA",1,1324,32717,6000,6.3,440.0
2195,Commercial Demand,"161 E FRONT ST, Traverse City, Michigan, USA","161 E Front St #209, Traverse City, MI 49684, USA",1,1326,3259,6000,6.3,440.0
2196,Commercial Demand,"1190 AIRPORT ACCESS RD, Traverse City, Michigan, USA","1190 Airport Access Rd, Traverse City, MI 49686, USA",1,1346,8210,6000,6.3,440.0
2197,Commercial Demand,"221 E STATE ST, Traverse City, Michigan, USA","223 E State St #200, Traverse City, MI 49684, USA",0,1416,7329,6000,6.0,423.0
2198,Commercial Demand,"1567 W SOUTH AIRPORT RD, Traverse City, Michigan, USA","1567 W South Airport Rd, Traverse City, MI 49686, USA",1,1327,52802,6000,6.3,440.0
2199,Commercial Demand,"1501 CASS ST, Traverse City, Michigan, USA","145 Fairway Hills Dr, Traverse City, MI 49684, USA",0,1335,1691,5000,6.5,458.0
2200,Commercial Demand,"101 W GRANDVIEW PKWY, Traverse City, Michigan, USA","101 W Grandview Pkwy, Traverse City, MI 49684, USA",1,1440,8386,7000,5.8,405.0
2201,Commercial Demand,"448 E FRONT ST, Traverse City, Michigan, USA","448 E Front St, Traverse City, MI 49686, USA",1,1429,2660,6000,5.8,405.0
2202,Commercial Demand,"155 GARLAND ST, Traverse City, Michigan, USA","205 Garland St, Traverse City, MI 49684, USA",0,1321,2185,6000,6.3,440.0
2203,Commercial Demand,"1209 E FRONT ST, Traverse City, Michigan, USA","1201 E Front St, Traverse City, MI 49686, USA",0,1408,1286,6000,6.0,423.0
2204,Commercial Demand,"209 N UNION ST, Traverse City, Michigan, USA","205 N Union St, Traverse City, MI 49684, USA",0,1283,740,5000,6.5,458.0
2205,Commercial Demand,"229 E FRONT ST, Traverse City, Michigan, USA","225 E Front St, Traverse City, MI 49684, USA",0,1318,5955,5000,6.3,440.0
2206,Commercial Demand,"625 S GARFIELD AVE, Traverse City, Michigan, USA","625 S Garfield Ave, Traverse City, MI 49686, USA",1,1323,7664,6000,6.3,440.0
2207,Commercial Demand,"709 RANDOLPH ST, Traverse City, Michigan, USA","709 Randolph St, Traverse City, MI 49684, USA",1,1195,1198,3000,7.5,529.0
2208,Commercial Demand,"935 BARLOW ST, Traverse City, Michigan, USA","935 Barlow St, Traverse City, MI 49686, USA",1,1110,2608,3000,7.5,529.0
2209,Commercial Demand,"617 RANDOLPH ST, Traverse City, Michigan, USA","617 Randolph St, Traverse City, MI 49684, USA",1,1388,1092,5000,6.3,440.0
2210,Commercial Demand,"3742 W FRONT ST, Traverse City, Michigan, USA","3743 W Front St, Traverse City, MI 49684, USA",0,1331,11152,6000,6.3,440.0
2211,Commercial Demand,"830 COTTAGEVIEW DR, Traverse City, Michigan, USA",Not Found,,,,,,
2212,Commercial Demand,"2707 AERO PARK DR, Traverse City, Michigan, USA","2707 Aero-Park Dr, Traverse City, MI 49686, USA",1,1319,44874,6000,6.3,440.0
2213,Commercial Demand,"511 E FRONT ST, Traverse City, Michigan, USA","511 E Front St, Traverse City, MI 49686, USA",1,1383,5074,6000,6.3,440.0
2214,Commercial Demand,"3639 MARKETPLACE CR, Traverse City, Michigan, USA","3639 Marketplace Cir, Traverse City, MI 49684, USA",1,1341,19680,6000,6.3,440.0
2215,Commercial Demand,"1131 HASTINGS ST, Traverse City, Michigan, USA","1131 Hastings St, Traverse City, MI 49686, USA",1,1352,9391,6000,6.0,423.0
2216,Commercial Demand,"305 W FRONT ST 4TH, Traverse City, Michigan, USA","302 W Front St, Traverse City, MI 49684, USA",0,1310,599,5000,6.5,458.0
2217,Commercial Demand,"2830 AERO PARK DR, Traverse City, Michigan, USA","2830 Aero-Park Dr, Traverse City, MI 49686, USA",1,1310,21741,5000,6.3,440.0
2218,Commercial Demand,"2238 TRAVERSEFIELD DR, Traverse City, Michigan, USA","2238 Traversefield Dr, Traverse City, MI 49686, USA",1,1404,8087,6000,6.0,423.0
2219,Commercial Demand,"2531 AERO PARK DR, Traverse City, Michigan, USA","2531 Aero-Park Dr, Traverse City, MI 49686, USA",1,1335,7875,6000,6.3,440.0
2220,Commercial Demand,"111 CASS ST, Traverse City, Michigan, USA","107 Cass St ste d, Traverse City, MI 49684, USA",0,1348,12157,6000,6.0,423.0
2221,Commercial Demand,"1015 S UNION ST, Traverse City, Michigan, USA","1025 S Union St, Traverse City, MI 49684, USA",0,1421,17125,6000,5.8,405.0
2222,Commercial Demand,"114 S UNION ST, Traverse City, Michigan, USA","116 S Union St, Traverse City, MI 49684, USA",0,1346,2784,6000,6.3,440.0
2223,Commercial Demand,"2458 N AERO PARK CT, Traverse City, Michigan, USA","2458 N Aero-Park Ct, Traverse City, MI 49686, USA",1,1318,17248,5000,6.3,440.0
2224,Commercial Demand,"1020 SIXTH ST, Traverse City, Michigan, USA","1020 Sixth St, Traverse City, MI 49684, USA",1,1349,1533,6000,6.3,440.0
2225,Commercial Demand,"2475 AERO PARK CT, Traverse City, Michigan, USA","2475 N Aero-Park Ct, Traverse City, MI 49686, USA",1,1319,29211,6000,6.3,440.0
2226,Commercial Demand,"202 S UNION ST, Traverse City, Michigan, USA","202 S Union St, Traverse City, MI 49684, USA",1,1335,11663,6000,6.3,440.0
2227,Commercial Demand,"1001 S OAK ST, Traverse City, Michigan, USA","444 W Thirteenth St, Traverse City, MI 49684, USA",0,1271,987,4000,7.3,511.0
2228,Commercial Demand,"739 HASTINGS ST, Traverse City, Michigan, USA","739 Hastings St, Traverse City, MI 49686, USA",1,1367,5708,6000,6.0,423.0
2229,Commercial Demand,"214 E FRONT ST, Traverse City, Michigan, USA","212 E Front St, Traverse City, MI 49684, USA",0,1388,3242,6000,6.3,440.0
2230,Commercial Demand,"240 E FRONT ST, Traverse City, Michigan, USA","240 E Front St, Traverse City, MI 49684, USA",1,1389,4845,6000,6.3,440.0
2231,Commercial Demand,"140 RIVERS EDGE DR, Traverse City, Michigan, USA","141 Rivers Edge Dr #200, Traverse City, MI 49684, USA",0,1402,5885,6000,6.0,423.0
2232,Commercial Demand,"738 MUNSON AVE, Traverse City, Michigan, USA","738 Munson Ave, Traverse City, MI 49686, USA",1,1340,72482,6000,5.8,405.0
2233,Commercial Demand,"3950 SCENIC RIDGE, Traverse City, Michigan, USA","3950 Scenic Ridge, Traverse City, MI 49684, USA",1,1448,758,5000,6.5,458.0
2234,Commercial Demand,"1492 US 31 NORTH, Traverse City, Michigan, USA",Not Found,,,,,,
2235,Commercial Demand,"2830 N US 31 SOUTH, Traverse City, Michigan, USA","2820 US-31, Traverse City, MI 49684, USA",0,1319,9391,6000,6.3,440.0
2236,Commercial Demand,"230 MUNSON AVE, Traverse City, Michigan, USA","230 Munson Ave, Traverse City, MI 49686, USA",1,1373,6008,6000,6.0,423.0
2237,Commercial Demand,"852 S GARFIELD AVE, Traverse City, Michigan, USA","852 S Garfield Ave, Traverse City, MI 49686, USA",1,1327,4017,5000,6.5,458.0
2238,Commercial Demand,"826 W FRONT ST, Traverse City, Michigan, USA","826 W Front St, Traverse City, MI 49684, USA",1,1382,793,4000,7.0,493.0
2239,Commercial Demand,"1124 S GARFIELD AVE, Traverse City, Michigan, USA","1124 S Garfield Ave, Traverse City, MI 49686, USA",1,1422,4316,6000,5.8,405.0
2240,Commercial Demand,"810 HASTINGS ST, Traverse City, Michigan, USA","810 Hastings St, Traverse City, MI 49686, USA",1,1331,11241,6000,6.3,440.0
2241,Commercial Demand,"975 W SOUTH AIRPORT RD, Traverse City, Michigan, USA","975 W South Airport Rd, Traverse City, MI 49686, USA",1,1434,10712,6000,5.8,405.0
2242,Commercial Demand,"748 MUNSON AVE STE, Traverse City, Michigan, USA","752 Munson Ave, Traverse City, MI 49686, USA",0,1352,2202,6000,6.3,440.0
2243,Commercial Demand,"225 E FRONT ST, Traverse City, Michigan, USA","225 E Front St, Traverse City, MI 49684, USA",1,1318,5955,5000,6.3,440.0
2244,Commercial Demand,"1614 US 31 NORTH, Traverse City, Michigan, USA",Not Found,,,,,,
2245,Commercial Demand,"329 E STATE ST, Traverse City, Michigan, USA","329 E State St, Traverse City, MI 49684, USA",1,1320,1691,5000,6.5,458.0
2246,Commercial Demand,"509 MUNSON AVE, Traverse City, Michigan, USA","550 Munson Ave #103, Traverse City, MI 49686, USA",0,1282,1269,5000,6.5,458.0
2247,Commercial Demand,"154 E FRONT ST, Traverse City, Michigan, USA","150 E Front St, Traverse City, MI 49684, USA",0,1416,8457,6000,6.0,423.0
2248,Commercial Demand,"406 S UNION ST, Traverse City, Michigan, USA","406 S Union St, Traverse City, MI 49684, USA",1,1436,1956,6000,5.8,405.0
2249,Commercial Demand,"745 S GARFIELD AVE, Traverse City, Michigan, USA","745 S Garfield Ave Ste B, Traverse City, MI 49686, USA",1,1435,5814,7000,5.8,405.0
